"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","lon","lat"
"Cityworks SR Comments","701  OLDHAM ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-07T22:50:15.000","2015-07-12T22:50:15.000","GREEKTOWN","UPDATED","15-00533164","MD","LOCKED","2015-07-07T22:58:15.000","2015-07-07T23:09:52.000","21224",NA,NA
"Cityworks SR Comments","HILLEN RD & E COLD SPRING LN, BALTIMORE,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-06-14T21:37:53.000","2015-06-19T21:37:53.000","MORGAN STATE UNIVERSITY","UPDATED","15-00462069","MD","LOCKED","2015-06-14T21:43:13.000","2015-06-14T21:53:54.000",NA,NA,NA
"Cityworks SR Comments","1251  LIMIT AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-29T22:38:05.000","2014-11-03T22:38:05.000","IDLEWOOD","UPDATED","14-00814778","MD","CLOSED","2015-07-09T13:34:43.000","2014-12-10T14:15:57.000","21239",NA,NA
"Cityworks SR Comments","3100  FALLS RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-13T21:18:43.000","2015-07-18T21:18:43.000","JONES FALLS AREA","UPDATED","15-00551160","MD","LOCKED","2015-07-13T21:25:14.000","2015-07-13T21:34:02.000","21211",NA,NA
NA,"3208  GIBBONS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-18T18:18:24.000","2015-04-23T18:18:24.000","WALTHERSON",NA,"15-00305252","MD","DUPCLOSD","2015-04-18T18:18:24.000",NA,"21214",NA,NA
"Cityworks SR Comments","N MONASTERY AVE & W CATON AVE, BALTIMORE",NA,"WWHYDRAN","WW Hydrant Leaking","2015-08-02T17:51:26.000","2015-08-07T17:51:26.000","SAINT JOSEPHS","UPDATED","15-00610086","MD","LOCKED","2015-08-02T17:58:11.000","2015-08-02T18:03:37.000",NA,NA,NA
NA,"3535  NEWLAND RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-29T09:16:46.000","2015-06-03T09:16:46.000","GUILFORD",NA,"15-00418666","MD","DUPCLOSD","2015-05-29T09:16:46.000",NA,"21218",NA,NA
"Cityworks SR Comments","704  MURPHY LN","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-12-23T10:24:35.000","2014-12-28T10:24:35.000","HERITAGE CROSSING","UPDATED","14-00951241","MD","CLOSED","2015-06-18T21:31:30.000","2015-02-03T14:35:46.000","21201",NA,NA
"WO - Repair Hydrant","500 N EDGEWOOD ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-03-02T20:41:08.000","2015-03-07T20:41:08.000","ALLENDALE","CLOSED","15-00161157","MD","HOLDLOCK","2015-03-21T13:05:44.000","2015-05-28T15:45:52.000","21229",NA,NA
"Cityworks SR Comments","123 N BRADFORD ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-23T00:05:45.000","2015-06-28T00:05:45.000","PATTERSON PLACE","UPDATED","15-00487281","MD","LOCKED","2015-06-23T00:13:14.000","2015-06-23T00:19:40.000","21224",NA,NA
"Cityworks SR Comments","1800  EUTAW PL","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-07T00:59:28.000","2015-04-12T00:59:28.000","MADISON PARK","UPDATED","15-00269316","MD","CLOSED","2015-06-18T21:56:24.000","2015-04-20T14:39:05.000","21217",NA,NA
"Cityworks SR Comments","E NORTH AVE & GUILFORD AVE, BALTIMORE, M","Baltimore","WWHYDRAN","WW Hydrant Leaking","2015-07-21T12:07:58.000","2015-07-26T12:07:58.000","GREENMOUNT WEST","UPDATED","15-00572943","MD","LOCKED","2015-07-21T12:13:12.000","2015-07-21T12:24:21.000","21202",NA,NA
"Cityworks SR Comments","1600 S CATON AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-02T12:49:59.000","2015-07-07T12:49:59.000","VIOLETVILLE","UPDATED","15-00519147","MD","LOCKED","2015-07-02T12:55:15.000","2015-07-02T13:06:49.000","21227",NA,NA
"WO - Repair Concrete Surface","PARKSIDE DR & WALTHER AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-06T01:36:24.000","2015-04-11T01:36:24.000","HERRING RUN PARK","CLOSED","15-00265773","MD","CLOSED","2015-06-20T15:51:41.000","2015-04-22T12:39:51.000","21214",NA,NA
"WO - Repair Landscape Surface","4214  KOLB AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2014-11-21T14:54:29.000","2014-11-26T14:54:29.000","CEDMONT","CLOSED","14-00878834","MD","HOLDLOCK","2014-12-08T12:19:31.000","2015-07-21T20:56:51.000","21206",NA,NA
"Cityworks SR Comments","5101  ERDMAN AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-22T10:05:25.000","2015-07-27T10:05:25.000","ORANGEVILLE","UPDATED","15-00576587","MD","LOCKED","2015-07-22T10:13:11.000","2015-07-22T10:25:15.000","21205",NA,NA
"Cityworks SR Comments","1900 E EAGER ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-24T11:23:13.000","2015-06-29T11:23:13.000","MIDDLE EAST","UPDATED","15-00491527","MD","CLOSED","2015-06-29T13:36:53.000","2015-06-29T13:44:25.000","21205",NA,NA
"Cityworks SR Comments","3208  GIBBONS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-19T21:47:12.000","2015-05-24T21:47:12.000","WALTHERSON","UPDATED","15-00394008","MD","CLOSED","2015-07-09T16:24:32.000","2015-07-09T16:31:15.000","21214",NA,NA
"Cityworks SR Comments","3716  CRANSTON AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-13T11:43:03.000","2015-06-18T11:43:03.000","EDMONDSON VILLAGE","UPDATED","15-00460306","MD","LOCKED","2015-06-13T11:49:14.000","2015-06-13T12:02:58.000","21229",NA,NA
"Cityworks SR Comments","1500  LAKESIDE AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-01T19:59:41.000","2015-07-06T19:59:41.000","EDNOR GARDENS-LAKESIDE","UPDATED","15-00517857","MD","LOCKED","2015-07-01T20:07:14.000","2015-07-01T20:15:44.000","21218",NA,NA
"Cityworks SR Comments","S CATON AVE & JOH AVE, BALTIMORE, MD, 21",NA,"WWHYDRAN","WW Hydrant Leaking","2015-06-16T12:43:50.000","2015-06-21T12:43:50.000","MORRELL PARK","UPDATED","15-00467126","MD","LOCKED","2015-06-16T12:49:16.000","2015-06-16T12:55:15.000",NA,NA,NA
"WO - Repair Hydrant","4300 E LOMBARD ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-12T12:15:55.000","2015-06-17T12:15:55.000","KRESSON","CLOSED","15-00457520","MD","HOLDLOCK","2015-06-15T14:50:07.000","2015-06-16T13:28:06.000","21224",NA,NA
"Cityworks SR Comments","242 S PATTERSON PARK AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-24T21:12:37.000","2015-04-29T21:12:37.000","UPPER FELLS POINT","UPDATED","15-00323635","MD","CLOSED","2015-07-09T13:44:06.000","2015-07-09T13:51:08.000","21231",NA,NA
"WO - Repair Hydrant","5  GITTINGS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-01-01T11:24:49.000","2015-01-06T11:24:49.000","BELLONA-GITTINGS","CLOSED","15-00000070","MD","CLOSED","2015-05-15T19:20:28.000","2015-05-14T19:17:10.000","21212",NA,NA
"Cityworks SR Comments","500  MCCABE AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-30T18:56:22.000","2015-07-05T18:56:22.000","WOODBOURNE-MCCABE","UPDATED","15-00513809","MD","LOCKED","2015-06-30T19:04:15.000","2015-06-30T19:15:17.000","21212",NA,NA
"Cityworks SR Comments","2936  O'DONNELL ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-15T18:05:44.000","2015-07-20T18:05:44.000","CANTON","UPDATED","15-00557947","MD","LOCKED","2015-07-15T18:13:16.000","2015-07-15T18:25:26.000","21224",NA,NA
"Cityworks SR Comments","1107  BRYN MAWR RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-13T23:41:32.000","2015-05-18T23:41:32.000","NORTH ROLAND PARK/POPLAR HILL","UPDATED","15-00376814","MD","LOCKED","2015-05-13T23:49:13.000","2015-05-14T00:02:19.000","21210",NA,NA
NA,"35 S LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-28T14:22:37.000","2015-08-02T14:22:37.000","BALTIMORE-LINWOOD",NA,"15-00596177","MD","DUPOPEN","2015-07-28T14:22:37.000",NA,"21224",NA,NA
"Cityworks SR Comments","301 S CLINTON ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-28T12:38:37.000","2015-07-03T12:38:37.000","HIGHLANDTOWN","UPDATED","15-00504917","MD","LOCKED","2015-06-28T12:46:16.000","2015-06-28T12:53:30.000","21224",NA,NA
NA,"900 N WOODINGTON RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-09T13:15:23.000","2015-07-14T13:15:23.000","ROGNEL HEIGHTS",NA,"15-00538654","MD","CLOSED","2015-07-13T14:44:54.000",NA,"21229",NA,NA
"Cityworks SR Comments","2609  GAGE CT","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-14T16:28:18.000","2015-07-19T16:28:18.000","CHESWOLDE","UPDATED","15-00553922","MD","LOCKED","2015-07-14T16:34:17.000","2015-07-14T16:44:40.000","21209",NA,NA
"WO - Repair Hydrant","N MONASTERY AVE &W LEXINGTON ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-06T23:47:22.000","2015-05-11T23:47:22.000","ALLENDALE","CLOSED","15-00355977","MD","CLOSED","2015-06-22T13:44:29.000","2015-06-17T13:41:49.000","21229",NA,NA
"Cityworks SR Comments","GREENMOUNT AVE & E NORTH AVE, BALTIMORE,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-07-15T23:20:11.000","2015-07-20T23:20:11.000","BARCLAY","UPDATED","15-00559074","MD","LOCKED","2015-07-15T23:25:16.000","2015-07-15T23:35:30.000",NA,NA,NA
"WO - Repair Hydrant","3206  GIBBONS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-03-28T01:45:50.000","2015-04-02T01:45:50.000","WALTHERSON","CLOSED","15-00245461","MD","CLOSED","2015-05-20T16:20:56.000","2015-05-20T16:18:31.000","21214",NA,NA
"Cityworks SR Comments","100 S GAY ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-26T10:15:30.000","2015-07-01T10:15:30.000","INNER HARBOR","UPDATED","15-00500477","MD","LOCKED","2015-06-26T10:22:14.000","2015-06-26T10:31:55.000","21202",NA,NA
NA,"101 S LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-23T22:10:18.000","2015-07-28T22:10:18.000","BALTIMORE-LINWOOD",NA,"15-00583666","MD","DUPOPEN","2015-07-23T22:10:18.000",NA,"21224",NA,NA
NA,"1100  SPRINGFIELD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-15T20:31:09.000","2015-07-20T20:31:09.000","NEW NORTHWOOD",NA,"15-00558542","MD","DUPOPEN","2015-07-15T20:31:09.000",NA,"21239",NA,NA
"Cityworks SR Comments","306  NORTHFIELD PL","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-26T20:14:29.000","2015-05-31T20:14:29.000","KESWICK","UPDATED","15-00409760","MD","LOCKED","2015-05-26T20:22:25.000","2015-05-26T20:32:39.000","21210",NA,NA
"WO - Repair Hydrant","800  ALLENDALE ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-18T22:27:08.000","2015-05-23T22:27:08.000","EDMONDSON VILLAGE","CLOSED","15-00390445","MD","CLOSED","2015-05-26T17:24:15.000","2015-05-26T17:20:54.000","21229",NA,NA
"WO - Repair Hydrant","1800 E OLIVER ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-05T14:16:13.000","2015-06-10T14:16:13.000","BROADWAY EAST","CLOSED","15-00440860","MD","CLOSED","2015-07-13T17:07:57.000","2015-06-23T12:46:59.000","21213",NA,NA
"Cityworks SR Comments","2974  FALLS RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-27T12:25:24.000","2015-08-01T12:25:24.000","JONES FALLS AREA","UPDATED","15-00592307","MD","LOCKED","2015-07-27T12:31:12.000","2015-07-27T12:38:54.000","21211",NA,NA
"Cityworks SR Comments","E EAGER ST & N WASHINGTON ST, BALTIMORE,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-06-24T14:33:23.000","2015-06-29T14:33:23.000","MIDDLE EAST","UPDATED","15-00492815","MD","LOCKED","2015-06-24T14:40:15.000","2015-06-24T14:50:46.000",NA,NA,NA
"Cityworks SR Comments","3206  GIBBONS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-12T19:45:32.000","2015-05-17T19:45:32.000","WALTHERSON","UPDATED","15-00372169","MD","CLOSED","2015-06-23T17:41:03.000","2015-06-23T17:50:37.000","21214",NA,NA
"Cityworks SR Comments","EASTERN AVE & S MONTFORD AVE, BALTIMORE,","   Baltimore","WWHYDRAN","WW Hydrant Leaking","2015-06-28T14:01:44.000","2015-07-03T14:01:44.000","CANTON","UPDATED","15-00505049","MD","LOCKED","2015-06-28T14:07:15.000","2015-06-28T14:13:34.000","21224",NA,NA
NA,"900  BEAUMONT AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-14T19:46:51.000","2015-05-19T19:46:51.000","KENILWORTH PARK",NA,"15-00380122","MD","DUPOPEN","2015-05-14T19:46:51.000",NA,"21212",NA,NA
NA,"3535  NEWLAND RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-25T16:09:02.000","2015-06-30T16:09:02.000","GUILFORD",NA,"15-00498575","MD","DUPCLOSD","2015-06-25T16:09:02.000",NA,"21212",NA,NA
"Cityworks SR Comments","200 S EAST AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-02T20:58:24.000","2015-06-07T20:58:24.000","HIGHLANDTOWN","UPDATED","15-00431239","MD","LOCKED","2015-06-02T21:04:19.000","2015-06-02T21:08:52.000","21224",NA,NA
"Cityworks SR Comments","6201  FAIR OAKS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-19T10:37:22.000","2015-05-24T10:37:22.000","CHRISTOPHER","UPDATED","15-00390762","MD","LOCKED","2015-05-19T10:43:16.000","2015-05-19T10:46:59.000","21214",NA,NA
"Cityworks SR Comments","2301  SOUTHERN AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-22T21:33:03.000","2015-06-27T21:33:03.000","LAURAVILLE","UPDATED","15-00487033","MD","LOCKED","2015-06-22T21:40:16.000","2015-06-22T21:49:36.000","21214",NA,NA
"Cityworks SR Comments","W PATAPSCO AVE & ROSALIE RD, BALTIMORE,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-07-07T13:46:40.000","2015-07-12T13:46:40.000","MORRELL PARK","UPDATED","15-00530942","MD","LOCKED","2015-07-07T13:52:15.000","2015-07-07T13:59:45.000",NA,NA,NA
"Cityworks SR Comments","6405  DORAL DR","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-22T14:18:52.000","2015-06-27T14:18:52.000","CHESWOLDE","UPDATED","15-00485235","MD","LOCKED","2015-06-22T14:25:15.000","2015-06-22T14:29:47.000","21209",NA,NA
"Cityworks SR Comments","4401  REISTERSTOWN RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-20T00:57:59.000","2015-05-25T00:57:59.000","CENTRAL PARK HEIGHTS","UPDATED","15-00394285","MD","LOCKED","2015-05-20T01:04:28.000","2015-05-20T01:07:39.000","21215",NA,NA
"Cityworks SR Comments","COLBORNE RD & N WOODINGTON RD, BALTIMORE",NA,"WWHYDRAN","WW Hydrant Leaking","2015-07-14T21:56:42.000","2015-07-19T21:56:42.000","ROGNEL HEIGHTS","UPDATED","15-00555051","MD","LOCKED","2015-07-14T22:04:12.000","2015-07-14T22:14:50.000",NA,NA,NA
"Cityworks SR Comments","S PATTERSON PARK AVE & GOUGH ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-16T11:01:01.000","2015-04-21T11:01:01.000","PATTERSON PARK","UPDATED","15-00297279","MD","CLOSED","2015-07-09T13:45:17.000","2015-07-09T13:51:08.000","21224",NA,NA
"Cityworks SR Comments","1000  WOODSON RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-08-02T13:20:22.000","2015-08-07T13:20:22.000","LAKE WALKER","UPDATED","15-00609876","MD","LOCKED","2015-08-02T13:28:11.000","2015-08-02T13:33:21.000","21212",NA,NA
"Cityworks SR Comments","SPRINGFIELD AVE & ADRIAN AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-20T11:23:37.000","2015-05-25T11:23:37.000","ORIGINAL NORTHWOOD","UPDATED","15-00394588","MD","LOCKED","2015-05-20T11:31:15.000","2015-05-20T11:37:38.000","21239",NA,NA
"WO - Repair Hydrant","906  PENNSYLVANIA AVE","BALTIMORE CITY","WWHYDRAN","WW Hydrant Leaking","2014-10-27T12:18:03.000","2014-11-01T12:18:03.000","HERITAGE CROSSING","CLOSED","14-00805626","MD","CLOSED","2015-06-22T13:35:54.000","2015-06-17T12:43:27.000","21201",NA,NA
"Cityworks SR Comments","1800 N MILTON AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-04T16:38:21.000","2015-05-09T16:38:21.000","BROADWAY EAST","UPDATED","15-00347256","MD","CLOSED","2015-06-23T16:37:41.000","2015-06-23T16:40:17.000","21213",NA,NA
"Cityworks SR Comments","1251  FRAILEY WAY","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-10T13:07:33.000","2015-04-15T13:07:33.000","ARMISTEAD GARDENS","UPDATED","15-00280633","MD","CLOSED","2015-06-08T13:18:34.000","2015-04-10T13:20:30.000","21205",NA,NA
"Cityworks SR Comments","418 W BALTIMORE ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-26T17:12:06.000","2015-05-31T17:12:06.000","DOWNTOWN","UPDATED","15-00408977","MD","LOCKED","2015-05-26T17:19:37.000","2015-05-26T17:32:41.000","21201",NA,NA
"WO - Repair Hydrant","5314  CLIFTON AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-02-08T19:07:00.000","2015-02-13T19:07:00.000","FRANKLINTOWN","CLOSED","15-00090315","MD","CLOSED","2015-07-20T16:23:22.000","2015-06-25T14:22:43.000","21207",NA,NA
"Cityworks SR Comments","2500 E CHASE ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-12T02:56:21.000","2015-05-17T02:56:21.000","BIDDLE STREET","UPDATED","15-00369404","MD","CLOSED","2015-06-20T17:12:38.000","2015-06-20T17:08:09.000","21213",NA,NA
NA,"301 S CLINTON ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-28T16:02:28.000","2015-07-03T16:02:28.000","HIGHLANDTOWN",NA,"15-00505251","MD","DUPOPEN","2015-06-28T16:02:28.000",NA,"21224",NA,NA
"Cityworks SR Comments","5019  FRANKFORD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-15T01:57:10.000","2015-06-20T01:57:10.000","FRANKFORD","UPDATED","15-00462274","MD","CLOSED","2015-06-23T17:45:30.000","2015-06-23T17:50:37.000","21206",NA,NA
"Cityworks SR Comments","4501 E LOMBARD ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-06T12:57:06.000","2015-07-11T12:57:06.000","CANTON INDUSTRIAL AREA","UPDATED","15-00527366","MD","HOLDLOCK","2015-07-08T23:14:38.000","2015-07-08T23:20:46.000","21224",NA,NA
"Cityworks SR Comments","100 S LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-21T20:19:55.000","2015-07-26T20:19:55.000","PATTERSON PARK","UPDATED","15-00575820","MD","LOCKED","2015-07-21T20:25:12.000","2015-07-22T20:35:14.000","21224",NA,NA
"Cityworks SR Comments","2437  FOSTER AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-26T23:02:24.000","2015-05-31T23:02:24.000","CANTON","UPDATED","15-00410186","MD","LOCKED","2015-05-26T23:10:19.000","2015-05-26T23:22:42.000","21224",NA,NA
"Cityworks SR Comments","1219  HARBOR ISLAND WALK","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-13T21:15:53.000","2015-07-18T21:15:53.000","INNER HARBOR","UPDATED","15-00551152","MD","LOCKED","2015-07-13T21:22:13.000","2015-07-13T21:34:02.000","21230",NA,NA
"Cityworks SR Comments","WILDWOOD LN & ROXBURY PL, BALTIMORE, MD,","   Baltimore","WWHYDRAN","WW Hydrant Leaking","2015-06-23T23:42:37.000","2015-06-28T23:42:37.000","MOUNT WASHINGTON","UPDATED","15-00491073","MD","CLOSED","2015-06-24T00:13:40.000","2015-06-24T00:20:25.000","21209",NA,NA
"Cityworks SR Comments","3032  HARFORD RD","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-24T00:26:55.000","2015-05-29T00:26:55.000","COLDSTREAM HOMESTEAD MONTEBELLO","UPDATED","15-00404307","MD","LOCKED","2015-05-24T00:34:10.000","2015-05-24T00:40:39.000","21218",NA,NA
"Cityworks SR Comments","SHELBURNE RD & HATTON RD, BALTIMORE, MD,",NA,"WWHYDRAN","WW Hydrant Leaking","2015-06-09T23:33:48.000","2015-06-14T23:33:48.000","CROSS COUNTRY","UPDATED","15-00450217","MD","LOCKED","2015-06-09T23:40:14.000","2015-06-09T23:45:44.000",NA,NA,NA
"Cityworks SR Comments","5713  BENTON HEIGHTS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-29T16:34:57.000","2015-06-03T16:34:57.000","GLENHAM-BELFORD","UPDATED","15-00420822","MD","HOLDLOCK","2015-06-23T14:48:08.000","2015-06-23T15:00:13.000","21206",NA,NA
"Cityworks SR Comments","2700  RAYNER AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-27T11:53:52.000","2015-06-01T11:53:52.000","MOSHER","UPDATED","15-00411182","MD","LOCKED","2015-05-27T12:01:12.000","2015-05-27T12:13:21.000","21216",NA,NA
"WO - Repair Hydrant","3108  GIBBONS AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-04-16T22:50:11.000","2015-04-21T22:50:11.000","WALTHERSON","CLOSED","15-00300308","MD","CLOSED","2015-05-18T14:14:24.000","2015-05-15T14:11:02.000","21214",NA,NA
"WO - Repair Hydrant","E 20TH ST & N CHESTER ST, BALTIMORE, MD,","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-06-12T10:51:32.000","2015-06-17T10:51:32.000","SOUTH CLIFTON PARK","CLOSED","15-00457031","MD","CLOSED","2015-06-23T17:55:38.000","2015-06-22T17:48:25.000","21213",NA,NA
"WO - Repair Hydrant","EDNA AVE & CHRISTOPHER AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-22T21:07:06.000","2015-05-27T21:07:06.000","WESTFIELD","CLOSED","15-00402636","MD","CLOSED","2015-06-24T13:20:55.000","2015-06-23T13:18:18.000","21214",NA,NA
"Cityworks SR Comments","101 S LINWOOD AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-23T19:12:23.000","2015-07-28T19:12:23.000","BALTIMORE-LINWOOD","UPDATED","15-00583215","MD","LOCKED","2015-07-23T19:19:11.000","2015-07-23T19:26:06.000","21224",NA,NA
"Cityworks SR Comments","3754  HICKORY AVE","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-05-07T23:10:48.000","2015-05-12T23:10:48.000","HAMPDEN","UPDATED","15-00359080","MD","CLOSED","2015-05-14T18:22:15.000","2015-05-14T18:32:58.000","21211",NA,NA
"Cityworks SR Comments","1219  HARBOR ISLAND WALK","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-03-29T20:04:20.000","2015-04-03T20:04:20.000","INNER HARBOR","UPDATED","15-00247355","MD","CLOSED","2015-05-18T17:21:02.000","2015-05-18T16:06:44.000","21230",NA,NA
"Cityworks SR Comments","619  MOUNT HOLLY ST","BALTIMORE","WWHYDRAN","WW Hydrant Leaking","2015-07-14T17:00:18.000","2015-07-19T17:00:18.000","EDMONDSON VILLAGE","UPDATED","15-00554036","MD","LOCKED","2015-07-14T17:07:15.000","2015-07-14T17:14:38.000","21229",NA,NA
"Cityworks SR Comments","E 43RD ST & KENILWORTH AVE, BALTIMORE, M",NA,"WWHYDRAN","WW Hydrant Leaking","2015-07-27T11:36:31.000","2015-08-01T11:36:31.000","WILSON PARK","UPDATED","15-00591996","MD","LOCKED","2015-07-27T11:43:17.000","2015-07-27T11:48:48.000",NA,NA,NA
