"activity","address","city","code","codedescription","createddate","duedate","neighborhood","outcome","servicerequestnum","state","status","statusdate","updateddate","zip","i","lon","lat"
"Dispatch Work Crew","161 E RANDALL ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-17T00:05:58.000","2015-05-19T00:05:58.000","RIVERSIDE","Abated - Close SR","15-00385627","MD","CLOSED","2015-05-18T16:01:59.000","2015-05-18T16:01:00.000","21230",5,-76.60987,39.271524
"Dispatch Work Crew","1800  INVERNESS AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-26T12:15:28.000","2015-06-28T12:15:28.000","MORRELL PARK","Abated - Close SR","15-00500874","MD","CLOSED","2015-06-29T19:12:09.000","2015-06-29T19:11:00.000","21230",5,-76.6595818,39.2623085
"Dispatch Work Crew","2203  BRADDISH AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-16T17:02:25.000","2015-06-18T17:02:25.000","PANWAY/BRADDISH AVENUE","Abated - Close SR","15-00468745","MD","CLOSED","2015-06-16T17:47:39.000","2015-06-16T17:47:00.000","21216",5,-76.6610539,39.3127039
"Dispatch Work Crew","4200  BOSTON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-28T13:27:11.000","2015-06-30T13:27:11.000","CANTON INDUSTRIAL AREA","Abated - Close SR","15-00504998","MD","CLOSED","2015-06-29T18:21:39.000","2015-06-29T18:21:00.000","21224",5,-76.560162,39.277982
"Dispatch Work Crew","6300  WEIDNER AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-29T14:38:39.000","2015-07-01T14:38:39.000","LAKE WALKER","Abated - Close SR","15-00507812","MD","CLOSED","2015-06-30T18:42:42.000","2015-06-30T18:41:00.000","21212",5,-76.605251,39.370384
NA,"WALKER AVE & YORK RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-29T10:07:27.000","2015-05-31T10:07:27.000","CEDARCROFT",NA,"15-00418816","MD","CLOSED","2015-05-29T15:36:21.000",NA,"21212",5,-99.0768073,38.8383546
"Dispatch Work Crew","3917  FALLS RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-26T01:27:31.000","2015-05-28T01:27:31.000","HAMPDEN","Abated - Close SR","15-00406562","MD","CLOSED","2015-05-26T17:10:57.000","2015-05-26T17:10:00.000","21211",5,-76.636059,39.33573
"Dispatch Work Crew","5500  GREENSPRING AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-19T21:42:39.000","2015-06-21T21:42:39.000","MOUNT WASHINGTON","Abated - Close SR","15-00480948","MD","CLOSED","2015-06-22T18:17:04.000","2015-06-22T18:17:00.000","21209",5,-76.666529,39.35776
"Dispatch Work Crew","4512  YORK RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-23T19:50:20.000","2015-07-25T19:50:20.000","GUILFORD","Abated - Close SR","15-00583359","MD","CLOSED","2015-07-24T14:44:33.000","2015-07-24T14:43:00.000",NA,5,-76.6098024,39.3440554
"Dispatch Work Crew","2123  SIDNEY AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-31T22:55:32.000","2015-06-02T22:55:32.000","WESTPORT","Abated - Close SR","15-00424744","MD","CLOSED","2015-06-01T17:40:13.000","2015-06-01T17:39:00.000","21230",5,-76.631986,39.264171
"Dispatch Work Crew","3200  PRESSTMAN ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-21T19:39:35.000","2015-05-23T19:39:35.000","ROSEMONT","Abated - Close SR","15-00399893","MD","CLOSED","2015-05-22T18:27:54.000","2015-05-22T18:27:00.000","21216",5,-76.670866,39.304608
"Dispatch Work Crew","2214 E BALTIMORE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-02T20:31:31.000","2015-07-04T20:31:31.000","BUTCHER'S HILL","Abated - Close SR","15-00521809","MD","CLOSED","2015-07-06T17:01:05.000","2015-07-06T17:00:00.000","21231",5,-76.5852929,39.292081
"Dispatch Work Crew","PADDINGTON RD & SPRINGLAKE WAY, BALTIMOR",NA,"POTHOLES","TRM-Potholes","2015-06-16T16:05:17.000","2015-06-18T16:05:17.000","HOMELAND","Abated - Close SR","15-00468484","MD","CLOSED","2015-06-17T17:57:46.000","2015-06-17T17:57:00.000",NA,5,-116.627122,34.4275598
"Dispatch Work Crew","2900 E NORTHERN PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-05T12:44:28.000","2015-06-07T12:44:28.000","NORTH HARFORD ROAD","Abated - Close SR","15-00440460","MD","CLOSED","2015-06-09T18:04:03.000","2015-06-09T18:03:00.000","21214",5,-76.554552,39.364617
"Dispatch Work Crew","4607  CHATFORD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-26T17:26:05.000","2015-05-28T17:26:05.000","PARKSIDE","Abated - Close SR","15-00409044","MD","CLOSED","2015-05-27T17:46:30.000","2015-05-27T17:46:00.000","21206",5,-76.5575426,39.3240599
"Dispatch Work Crew","1542  NORTHGATE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-11T17:11:29.000","2015-06-13T17:11:29.000","HILLEN","Abated - Close SR","15-00455610","MD","CLOSED","2015-06-12T00:20:54.000","2015-06-12T00:20:00.000","21218",5,-76.5898316,39.3452678
"Dispatch Work Crew","1321  LEMMON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-15T00:59:28.000","2015-07-17T00:59:28.000","UNION SQUARE","Abated - Close SR","15-00555305","MD","CLOSED","2015-07-15T17:37:44.000","2015-07-15T17:37:00.000","21223",5,-76.6387944,39.2858916
"Dispatch Work Crew","501 E 33RD ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-23T13:00:01.000","2015-07-25T13:00:01.000","BETTER WAVERLY","Abated - Close SR","15-00581184","MD","CLOSED","2015-07-23T16:16:27.000","2015-07-23T16:15:00.000","21218",5,-76.6089233,39.3281281
"Dispatch Work Crew","3600 W GARRISON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-01T21:03:47.000","2015-07-03T21:03:47.000","CENTRAL PARK HEIGHTS","Abated - Close SR","15-00518009","MD","CLOSED","2015-07-02T16:31:49.000","2015-07-02T16:31:00.000","21215",5,-76.677705,39.345152
"Dispatch Work Crew","S CHESTER ST & FLEET ST, BALTIMORE, MD,",NA,"POTHOLES","TRM-Potholes","2015-07-20T12:39:18.000","2015-07-22T12:39:18.000","FELLS POINT","Abated - Close SR","15-00569533","MD","CLOSED","2015-07-21T15:17:45.000","2015-07-21T15:17:00.000",NA,5,-81.1878643,35.258108
"Dispatch Work Crew","500 N KRESSON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-22T09:24:30.000","2015-05-24T09:24:30.000","ORANGEVILLE","Abated - Close SR","15-00400589","MD","CLOSED","2015-05-22T15:48:16.000","2015-05-22T15:47:00.000","21205",5,-76.5602971,39.2978369
"Dispatch Work Crew","2530 E FAYETTE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-13T18:47:42.000","2015-05-15T18:47:42.000","MCELDERRY PARK","Abated - Close SR","15-00376019","MD","CLOSED","2015-05-14T13:17:40.000","2015-05-14T13:14:00.000","21224",5,-76.581024,39.294644
"Dispatch Work Crew","2400  EASTERN AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-31T11:28:06.000","2015-06-02T11:28:06.000","PATTERSON PARK","Abated - Close SR","15-00423885","MD","CLOSED","2015-06-01T17:06:04.000","2015-06-01T17:04:00.000","21224",5,-76.582851,39.2860274
"Dispatch Work Crew","DUDLEY AVE & LYNDALE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-01T13:04:35.000","2015-06-03T13:04:35.000","BELAIR-EDISON","Abated - Close SR","15-00425621","MD","CLOSED","2015-06-01T19:07:34.000","2015-06-01T19:06:00.000","21213",5,-81.539508,39.2818216
"Dispatch Work Crew","400  WELLESLEY ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-24T17:06:43.000","2015-06-26T17:06:43.000","GWYNNS FALLS","Abated - Close SR","15-00493954","MD","CLOSED","2015-06-25T18:16:10.000","2015-06-25T18:15:00.000","21229",5,-76.6683243,39.2803052
"Dispatch Work Crew","1500  RACE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-30T11:46:37.000","2015-08-01T11:46:37.000","SBIC","Abated - Close SR","15-00602503","MD","CLOSED","2015-07-30T16:46:14.000","2015-07-30T16:45:00.000","21230",5,-76.6168201,39.2725064
"Dispatch Work Crew","5633  BELLE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-08T12:51:02.000","2015-07-10T12:51:02.000","GROVE PARK","Abated - Close SR","15-00534528","MD","CLOSED","2015-07-08T17:04:49.000","2015-07-08T17:04:00.000","21207",5,-76.70398,39.339897
"Dispatch Work Crew","2507  HAMILTON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-21T19:09:04.000","2015-07-23T19:09:04.000","HARFORD-ECHODALE/PERRING PARKWAY","Abated - Close SR","15-00575396","MD","CLOSED","2015-07-22T15:52:12.000","2015-07-22T15:51:00.000","21214",5,-76.5666608,39.3558706
"Dispatch Work Crew","3112  ROSEKEMP AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-14T13:34:53.000","2015-07-16T13:34:53.000","MORAVIA-WALTHER","Abated - Close SR","15-00552848","MD","CLOSED","2015-07-14T18:18:14.000","2015-07-14T18:18:00.000","21214",5,-76.5663019,39.343079
"Dispatch Work Crew","2718 E MADISON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-04T10:17:19.000","2015-06-06T10:17:19.000","MADISON-EASTEND","Abated - Close SR","15-00435295","MD","CLOSED","2015-06-04T18:20:03.000","2015-06-04T18:19:00.000","21205",5,-76.578931,39.300206
"Dispatch Work Crew","700  NORTH PT RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-27T16:37:27.000","2015-05-29T16:37:27.000","PULASKI INDUSTRIAL AREA","Abated - Close SR","15-00412886","MD","CLOSED","2015-05-28T18:21:07.000","2015-05-28T18:20:00.000","21224",5,-76.537634,39.300136
"Dispatch Work Crew","4451  5TH ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-30T20:32:33.000","2015-07-02T20:32:33.000","BROOKLYN","Abated - Close SR","15-00514119","MD","CLOSED","2015-07-01T19:16:29.000","2015-07-01T19:16:00.000","21225",5,-76.6036348,39.2279048
NA,"1 N CAREY ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-16T14:27:47.000","2015-06-18T14:27:47.000","POPPLETON",NA,"15-00467929","MD","CLOSED","2015-06-19T00:55:04.000",NA,"21223",5,-76.637817,39.288724
"Dispatch Work Crew","2200  BRYANT AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-16T11:16:28.000","2015-06-18T11:16:28.000","PARKVIEW/WOODBROOK","Abated - Close SR","15-00466661","MD","CLOSED","2015-06-16T18:33:49.000","2015-06-16T18:33:00.000","21217",5,-76.649523,39.316549
"Dispatch Work Crew","2300 S CLINTON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-29T13:06:06.000","2015-07-01T13:06:06.000","CANTON INDUSTRIAL AREA","Abated - Close SR","15-00506906","MD","CLOSED","2015-06-30T17:37:12.000","2015-06-30T17:36:00.000","21224",5,-76.5685895,39.2647828
"Dispatch Work Crew","W FOREST PARK AVE & PURNELL DR, BALTIMOR",NA,"POTHOLES","TRM-Potholes","2015-06-17T13:09:31.000","2015-06-19T13:09:31.000","PURNELL","Abated - Close SR","15-00471646","MD","CLOSED","2015-06-17T18:24:39.000","2015-06-17T18:24:00.000",NA,5,-76.6835779,39.3255267
"Dispatch Work Crew","1650  GLENEAGLE RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-18T16:22:12.000","2015-05-20T16:22:12.000","LOCH RAVEN","Abated - Close SR","15-00389197","MD","CLOSED","2015-05-18T18:16:32.000","2015-05-18T18:16:00.000","21239",5,-76.583087,39.36015
"Dispatch Work Crew","400  WELLESLEY ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-26T21:27:19.000","2015-06-28T21:27:19.000","GWYNNS FALLS","Abated - Close SR","15-00502960","MD","CLOSED","2015-06-29T19:23:47.000","2015-06-29T19:23:00.000","21229",5,-76.6683243,39.2803052
"Dispatch Work Crew","1516 N ELLWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-04T12:51:21.000","2015-06-06T12:51:21.000","BEREA","Abated - Close SR","15-00436084","MD","CLOSED","2015-06-04T18:08:35.000","2015-06-04T18:00:00.000","21213",5,-76.574213,39.308833
NA,"3613  CROSSLAND AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-17T16:06:04.000","2015-06-19T16:06:04.000","BELAIR-EDISON",NA,"15-00472742","MD","CLOSED","2015-06-18T15:00:17.000",NA,"21213",5,-76.57571,39.327686
"Dispatch Work Crew","3301  GIBBONS AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-21T16:40:59.000","2015-05-23T16:40:59.000","WALTHERSON","Abated - Close SR","15-00399303","MD","CLOSED","2015-05-22T13:17:43.000","2015-05-22T13:16:00.000","21214",5,-76.5597109,39.348168
"Dispatch Work Crew","3800  HARFORD RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-29T18:52:54.000","2015-07-01T18:52:54.000","HERRING RUN PARK","Abated - Close SR","15-00509326","MD","CLOSED","2015-07-01T18:02:12.000","2015-07-01T18:01:00.000","21213",5,-76.5788654,39.3318584
"Dispatch Work Crew","3401  BOSTON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-16T14:32:01.000","2015-07-18T14:32:01.000","CANTON INDUSTRIAL AREA","Abated - Close SR","15-00560987","MD","CLOSED","2015-07-16T17:50:42.000","2015-07-16T17:43:00.000","21224",5,-76.567888,39.276263
"Dispatch Work Crew","200 W GRISWALD LN","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-02T17:15:56.000","2015-07-04T17:15:56.000","ROLAND PARK","Abated - Close SR","15-00520539","MD","CLOSED","2015-07-06T19:20:01.000","2015-07-06T19:18:00.000","21210",5,-76.6412362,39.3538635
"Dispatch Work Crew","28 N WOLFE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-23T10:49:22.000","2015-07-25T10:49:22.000","WASHINGTON HILL","Abated - Close SR","15-00580275","MD","CLOSED","2015-07-23T14:43:38.000","2015-07-23T14:42:00.000","21231",5,-76.590756,39.292632
"Dispatch Work Crew","2000  WINFORD RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-29T21:59:04.000","2015-07-01T21:59:04.000","PERRING LOCH","Abated - Close SR","15-00510324","MD","CLOSED","2015-06-30T18:33:50.000","2015-06-30T18:33:00.000","21239",5,-76.5815444,39.3522745
"Dispatch Work Crew","1125 E 25TH ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-29T10:45:19.000","2015-07-01T10:45:19.000","EAST BALTIMORE MIDWAY","Abated - Close SR","15-00506066","MD","CLOSED","2015-06-29T16:42:19.000","2015-06-29T16:42:00.000","21218",5,-76.5988416,39.3174448
NA,"10  TAMWORTH RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-02T12:14:19.000","2015-07-04T12:14:19.000","THE ORCHARDS",NA,"15-00518934","MD","CLOSED","2015-07-06T19:16:10.000",NA,"21210",5,-76.62689,39.363174
"Dispatch Work Crew","2800  MARYLAND AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-27T13:56:51.000","2015-05-29T13:56:51.000","CHARLES VILLAGE","Abated - Close SR","15-00412001","MD","CLOSED","2015-05-28T13:38:00.000","2015-05-28T13:37:00.000","21218",5,-76.618976,39.3219629
"Dispatch Work Crew","FREEMAN ST & 6TH ST, BALTIMORE, MD, 2122",NA,"POTHOLES","TRM-Potholes","2015-07-08T14:52:20.000","2015-07-10T14:52:20.000","BROOKLYN","Abated - Close SR","15-00535260","MD","CLOSED","2015-07-09T18:13:58.000","2015-07-09T18:13:00.000",NA,5,-85.1806452,41.0630436
"Dispatch Work Crew","3400 E BIDDLE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-13T11:44:32.000","2015-05-15T11:44:32.000","ORANGEVILLE INDUSTRIAL AREA","Abated - Close SR","15-00373829","MD","CLOSED","2015-05-13T18:23:35.000","2015-05-13T18:23:00.000","21213",5,-76.57023,39.306334
"Dispatch Work Crew","3100  PARKSIDE DR","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-20T15:55:08.000","2015-06-22T15:55:08.000","ARCADIA","Abated - Close SR","15-00482309","MD","CLOSED","2015-06-22T18:00:03.000","2015-06-22T17:59:00.000","21214",5,-76.5724571,39.3355277
"Dispatch Work Crew","112 S FULTON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-11T13:01:51.000","2015-07-13T13:01:51.000","CARROLLTON RIDGE","Abated - Close SR","15-00545423","MD","CLOSED","2015-07-13T17:32:02.000","2015-07-13T17:31:00.000","21223",5,-76.64532,39.285813
"Dispatch Work Crew","500 N HILTON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-31T16:07:19.000","2015-06-02T16:07:19.000","ALLENDALE","Abated - Close SR","15-00424254","MD","CLOSED","2015-06-01T16:05:55.000","2015-06-01T16:05:00.000","21229",5,-76.673185,39.293391
NA,"5000  ELMER AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-02T15:23:28.000","2015-06-04T15:23:28.000","CENTRAL PARK HEIGHTS",NA,"15-00429949","MD","DUPCLOSD","2015-06-02T17:31:23.000",NA,"21215",5,-76.677113,39.345844
"Dispatch Work Crew","3415  PINEWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-11T15:42:04.000","2015-06-13T15:42:04.000","ROSEMONT EAST","Closed","15-00455231","MD","CLOSED","2015-06-12T00:23:03.000","2015-06-12T00:22:00.000","21206",5,-76.5430556,39.356999
"Dispatch Work Crew","219  29TH DIVISION ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-29T18:07:15.000","2015-07-01T18:07:15.000","MADISON PARK","Abated - Close SR","15-00509087","MD","CLOSED","2015-07-01T19:20:43.000","2015-07-01T19:20:00.000","21201",5,-76.6215785,39.3033845
NA,"GASCONY LN & SAINT GEORGES RD, BALTIMORE",NA,"POTHOLES","TRM-Potholes","2015-07-09T16:17:53.000","2015-07-11T16:17:53.000","NORTH ROLAND PARK/POPLAR HILL",NA,"15-00539851","MD","NEW","2015-07-09T16:17:53.000",NA,NA,5,-112.304122,40.6283721
"Dispatch Work Crew","4720  PIMLICO RD","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-01T17:13:53.000","2015-06-03T17:13:53.000","CENTRAL PARK HEIGHTS","Abated - Close SR","15-00427137","MD","CLOSED","2015-06-02T17:28:00.000","2015-06-02T17:27:00.000","21215",5,-76.668943,39.345743
"Dispatch Work Crew","912 W NORTHERN PKWY","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-28T16:03:15.000","2015-06-30T16:03:15.000","NORTH ROLAND PARK/POPLAR HILL","Abated - Close SR","15-00505256","MD","CLOSED","2015-06-29T15:54:37.000","2015-06-29T15:54:00.000","21210",5,-76.639934,39.362828
NA,"3916  SOUTHERN AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-21T17:12:55.000","2015-05-23T17:12:55.000","WALTHERSON",NA,"15-00399386","MD","DUPCLOSD","2015-05-21T17:19:29.000",NA,"21206",5,-76.559582,39.336883
"Dispatch Work Crew","859  LENTON AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-05-15T12:37:02.000","2015-05-17T12:37:02.000","CHINQUAPIN PARK-BELVEDERE","Abated - Close SR","15-00381800","MD","CLOSED","2015-05-15T18:00:57.000","2015-05-15T18:00:00.000","21212",5,-76.601876,39.3638664
"Dispatch Work Crew","1541  COX ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-29T13:23:28.000","2015-07-31T13:23:28.000","HAMPDEN","Abated - Close SR","15-00599431","MD","CLOSED","2015-07-29T15:23:56.000","2015-07-29T15:23:00.000","21211",5,-76.64129,39.334077
"Dispatch Work Crew","2406  WESTWOOD AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-07T13:11:08.000","2015-07-09T13:11:08.000","COPPIN HEIGHTS/ASH-CO-EAST","Abated - Close SR","15-00530699","MD","CLOSED","2015-07-08T18:11:24.000","2015-07-08T18:10:00.000","21216",5,-76.656488,39.30869
"Dispatch Work Crew","710 S DECKER AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-21T17:00:35.000","2015-07-23T17:00:35.000","CANTON","Abated - Close SR","15-00574721","MD","CLOSED","2015-07-22T15:40:47.000","2015-07-22T15:39:00.000","21224",5,-76.5737042,39.2840265
"Dispatch Work Crew","3400  PARKLAWN AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-08-03T11:17:23.000","2015-08-05T11:17:23.000","BELAIR-EDISON","Abated - Close SR","15-00610724","MD","CLOSED","2015-08-03T13:55:56.000","2015-08-03T13:55:00.000","21213",5,-76.576004,39.32417
"Dispatch Work Crew","5700  RUBIN AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-06T13:03:56.000","2015-07-08T13:03:56.000","GLEN","Abated - Close SR","15-00527405","MD","CLOSED","2015-07-07T14:52:10.000","2015-07-07T14:52:00.000","21215",5,-76.6901543,39.3511049
"Dispatch Work Crew","1700 N HILTON ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-03T17:04:05.000","2015-06-05T17:04:05.000","ROSEMONT","Abated - Close SR","15-00433745","MD","CLOSED","2015-06-05T11:43:47.000","2015-06-05T11:43:00.000",NA,5,-76.6722621,39.3072629
"Dispatch Work Crew","1300 N ROSEDALE ST","BALTIMORE","POTHOLES","TRM-Potholes","2015-06-01T18:56:30.000","2015-06-03T18:56:30.000","ROSEMONT","Abated - Close SR","15-00427698","MD","CLOSED","2015-06-02T17:05:36.000","2015-06-02T17:05:00.000","21216",5,-76.6689991,39.3031806
"Dispatch Work Crew","1207  LAKESIDE AVE","BALTIMORE","POTHOLES","TRM-Potholes","2015-07-22T14:41:07.000","2015-07-24T14:41:07.000","EDNOR GARDENS-LAKESIDE","Abated - Close SR","15-00578054","MD","CLOSED","2015-07-22T17:56:03.000","2015-07-22T17:52:00.000","21218",5,-76.598663,39.32909
