"","m","km","miles","seconds","minutes","hours","startLon","startLat","endLon","endLat","leg","route"
"1",270,0.27,0.167778,59,0.983333333333333,0.0163888888888889,-76.6209634,39.289946,-76.6208115,39.2875231,1,"A"
"2",239,0.239,0.1485146,112,1.86666666666667,0.0311111111111111,-76.6208115,39.2875231,-76.6235888,39.2874169,2,"A"
"3",268,0.268,0.1665352,97,1.61666666666667,0.0269444444444444,-76.6235888,39.2874169,-76.6234766,39.2850073,3,"A"
"4",1522,1.522,0.9457708,344,5.73333333333333,0.0955555555555556,-76.6234766,39.2850073,-76.6380745,39.2785363,4,"A"
"5",28,0.028,0.0173992,5,0.0833333333333333,0.00138888888888889,-76.6380745,39.2785363,-76.6383344,39.2786739,5,"A"
"6",1007,1.007,0.6257498,204,3.4,0.0566666666666667,-76.6383344,39.2786739,-76.6463405,39.2721956,6,"A"
"7",11,0.011,0.0068354,1,0.0166666666666667,0.000277777777777778,-76.6463405,39.2721956,-76.6462431,39.2721285,7,"A"
"8",285,0.285,0.177099,90,1.5,0.025,-76.6462431,39.2721285,-76.6484187,39.2702007,8,"A"
"9",4951,4.951,3.0765514,1082,18.0333333333333,0.300555555555556,-76.6484187,39.2702007,-76.663282,39.2375785,9,"A"
"10",1569,1.569,0.9749766,327,5.45,0.0908333333333333,-76.663282,39.2375785,-76.6654664,39.2245956,10,"A"
"11",1036,1.036,0.6437704,234,3.9,0.065,-76.6654664,39.2245956,-76.675581,39.2203025,11,"A"
"12",1988,1.988,1.2353432,434,7.23333333333333,0.120555555555556,-76.675581,39.2203025,-76.6940039,39.2115885,12,"A"
"13",954,0.954,0.5928156,265,4.41666666666667,0.0736111111111111,-76.6940039,39.2115885,-76.7028979,39.212954,13,"A"
"14",3170,3.17,1.969838,577,9.61666666666667,0.160277777777778,-76.7028979,39.212954,-76.7207922,39.1905019,14,"A"
"15",209,0.209,0.1298726,69,1.15,0.0191666666666667,-76.7207922,39.1905019,-76.7189736,39.1892564,15,"A"
"16",1964,1.964,1.2204296,426,7.1,0.118333333333333,-76.7189736,39.1892564,-76.7326558,39.1796081,16,"A"
"17",342,0.342,0.2125188,51,0.85,0.0141666666666667,-76.7326558,39.1796081,-76.7352987,39.1818667,17,"A"
"18",793,0.793,0.4927702,304,5.06666666666667,0.0844444444444444,-76.7352987,39.1818667,-76.74099,39.1763543,18,"A"
"19",220,0.22,0.136708,39,0.65,0.0108333333333333,-76.74099,39.1763543,-76.7431389,39.1773866,19,"A"
"20",2644,2.644,1.6429816,611,10.1833333333333,0.169722222222222,-76.7431389,39.1773866,-76.7591519,39.1597572,20,"A"
"21",1111,1.111,0.6903754,262,4.36666666666667,0.0727777777777778,-76.7591519,39.1597572,-76.7701593,39.1644284,21,"A"
"22",5776,5.776,3.5892064,1495,24.9166666666667,0.415277777777778,-76.7701593,39.1644284,-76.7964728,39.1208592,22,"A"
"23",328,0.328,0.2038192,64,1.06666666666667,0.0177777777777778,-76.7964728,39.1208592,-76.7983897,39.1222727,23,"A"
"24",8543,8.543,5.3086202,1701,28.35,0.4725,-76.7983897,39.1222727,-76.8430963,39.07002,24,"A"
"25",616,0.616,0.3827824,152,2.53333333333333,0.0422222222222222,-76.8430963,39.07002,-76.8488989,39.0669666,25,"A"
"26",1410,1.41,0.876174,374,6.23333333333333,0.103888888888889,-76.8488989,39.0669666,-76.8549041,39.0558306,26,"A"
"27",1275,1.275,0.792285,272,4.53333333333333,0.0755555555555556,-76.8549041,39.0558306,-76.869487,39.0562355,27,"A"
"28",1148,1.148,0.7133672,183,3.05,0.0508333333333333,-76.869487,39.0562355,-76.8734374,39.0469823,28,"A"
"29",2219,2.219,1.3788866,445,7.41666666666667,0.123611111111111,-76.8734374,39.0469823,-76.897783,39.04307,29,"A"
"30",2302,2.302,1.4304628,441,7.35,0.1225,-76.897783,39.04307,-76.9014006,39.0230564,30,"A"
"31",1430,1.43,0.888602,309,5.15,0.0858333333333333,-76.9014006,39.0230564,-76.9173521,39.0253249,31,"A"
"32",3107,3.107,1.9306898,530,8.83333333333333,0.147222222222222,-76.9173521,39.0253249,-76.9256223,38.9981769,32,"A"
"33",908,0.908,0.5642312,176,2.93333333333333,0.0488888888888889,-76.9256223,38.9981769,-76.9281875,38.9903443,33,"A"
"34",68,0.068,0.0422552,10,0.166666666666667,0.00277777777777778,-76.9281875,38.9903443,-76.9284473,38.9897742,34,"A"
"35",193,0.193,0.1199302,30,0.5,0.00833333333333333,-76.9284473,38.9897742,-76.929053,38.9881139,35,"A"
"36",139,0.139,0.0863746,23,0.383333333333333,0.00638888888888889,-76.929053,38.9881139,-76.9295755,38.9869498,36,"A"
"37",370,0.37,0.229918,60,1,0.0166666666666667,-76.9295755,38.9869498,-76.925713,38.9857427,37,"A"
"38",278,0.278,0.1727492,54,0.9,0.015,-76.925713,38.9857427,-76.9246865,38.9844754,38,"A"
"39",416,0.416,0.2585024,71,1.18333333333333,0.0197222222222222,-76.9246865,38.9844754,-76.920941,38.9831961,39,"A"
"40",181,0.181,0.1124734,28,0.466666666666667,0.00777777777777778,-76.920941,38.9831961,-76.9202226,38.9818088,40,"A"
"41",959,0.959,0.5959226,166,2.76666666666667,0.0461111111111111,-76.9202226,38.9818088,-76.9205014,38.9760872,41,"A"
"42",241,0.241,0.1497574,64,1.06666666666667,0.0177777777777778,-76.9205014,38.9760872,-76.9206631,38.9753526,42,"A"
"43",30,0.03,0.018642,5,0.0833333333333333,0.00138888888888889,-76.9206631,38.9753526,-76.9210037,38.9754211,43,"A"
"44",4193,4.193,2.6055302,792,13.2,0.22,-76.9210037,38.9754211,-76.9420834,38.9451914,44,"A"
"45",48,0.048,0.0298272,26,0.433333333333333,0.00722222222222222,-76.9420834,38.9451914,-76.9418549,38.9455702,45,"A"
"46",377,0.377,0.2342678,62,1.03333333333333,0.0172222222222222,-76.9418549,38.9455702,-76.945914,38.9462512,46,"A"
"47",1672,1.672,1.0389808,411,6.85,0.114166666666667,-76.945914,38.9462512,-76.960624,38.936582,47,"A"
"48",1788,1.788,1.1110632,401,6.68333333333333,0.111388888888889,-76.960624,38.936582,-76.9781656,38.928182,48,"A"
"49",1237,1.237,0.7686718,305,5.08333333333333,0.0847222222222222,-76.9781656,38.928182,-76.992433,38.927516,49,"A"
"50",334,0.334,0.2075476,76,1.26666666666667,0.0211111111111111,-76.992433,38.927516,-76.992426,38.924511,50,"A"
"51",113,0.113,0.0702182,14,0.233333333333333,0.00388888888888889,-76.992426,38.924511,-76.993735,38.924501,51,"A"
"52",288,0.288,0.1789632,37,0.616666666666667,0.0102777777777778,-76.993735,38.924501,-76.9939132,38.9219253,52,"A"
"53",85,0.085,0.052819,78,1.3,0.0216666666666667,-76.9939132,38.9219253,-76.9936427,38.9211982,53,"A"
"54",214,0.214,0.1329796,42,0.7,0.0116666666666667,-76.9936427,38.9211982,-76.9958955,38.9204493,54,"A"
"55",187,0.187,0.1162018,29,0.483333333333333,0.00805555555555556,-76.9958955,38.9204493,-76.9962817,38.9218662,55,"A"
"56",1119,1.119,0.6953466,182,3.03333333333333,0.0505555555555556,-76.9962817,38.9218662,-77.0011632,38.9125966,56,"A"
"57",2888,2.888,1.7946032,800,13.3333333333333,0.222222222222222,-77.0011632,38.9125966,-77.0345334,38.9126048,57,"A"
"58",520,0.52,0.323128,78,1.3,0.0216666666666667,-77.0345334,38.9126048,-77.0345599,38.9079272,58,"A"
"59",161,0.161,0.1000454,51,0.85,0.0141666666666667,-77.0345599,38.9079272,-77.0362911,38.9074348,59,"A"
"60",147,0.147,0.0913458,36,0.6,0.01,-77.0362911,38.9074348,-77.0376638,38.9068501,60,"A"
"61",333,0.333,0.2069262,48,0.8,0.0133333333333333,-77.0376638,38.9068501,-77.0411838,38.9056297,61,"A"
"62",2398,2.398,1.4901172,651,10.85,0.180833333333333,-77.0411838,38.9056297,-77.0687829,38.9050582,62,"A"
"63",730,0.73,0.453622,266,4.43333333333333,0.0738888888888889,-77.0687829,38.9050582,-77.0719782,38.8991518,63,"A"
"64",1157,1.157,0.7189598,414,6.9,0.115,-77.0719782,38.8991518,-77.0846936,38.8967098,64,"A"
"65",1706,1.706,1.0601084,483,8.05,0.134166666666667,-77.0846936,38.8967098,-77.1004627,38.8946303,65,"A"
"66",451,0.451,0.2802514,117,1.95,0.0325,-77.1004627,38.8946303,-77.1032355,38.8913483,66,"A"
"67",1268,1.268,0.7879352,366,6.1,0.101666666666667,-77.1032355,38.8913483,-77.1167089,38.8877451,67,"A"
"68",725,0.725,0.450515,171,2.85,0.0475,-77.1167089,38.8877451,-77.1217781,38.8829536,68,"A"
"69",1413,1.413,0.8780382,330,5.5,0.0916666666666667,-77.1217781,38.8829536,-77.1361749,38.8791171,69,"A"
"70",237,0.237,0.1472718,56,0.933333333333333,0.0155555555555556,-77.1361749,38.8791171,-77.1388225,38.8791102,70,"A"
"71",1523,1.523,0.9463922,316,5.26666666666667,0.0877777777777778,-77.1388225,38.8791102,-77.1542349,38.8839249,71,"A"
"72",329,0.329,0.2044406,62,1.03333333333333,0.0172222222222222,-77.1542349,38.8839249,-77.1573598,38.8825716,72,"A"
"73",19,0.019,0.0118066,2,0.0333333333333333,0.000555555555555556,-77.1573598,38.8825716,-77.1574061,38.882737,73,"A"
"74",11,0.011,0.0068354,2,0.0333333333333333,0.000555555555555556,-77.1574061,38.882737,-77.1573702,38.8828302,74,"A"
"75",112,0.112,0.0695968,29,0.483333333333333,0.00805555555555556,-77.1573702,38.8828302,-77.1567744,38.8834505,75,"A"
"76",214,0.214,0.1329796,71,1.18333333333333,0.0197222222222222,-77.1567744,38.8834505,-77.1573085,38.8852263,76,"A"
"77",504,0.504,0.3131856,84,1.4,0.0233333333333333,-77.1573085,38.8852263,-77.1618929,38.8871862,77,"A"
"78",1612,1.612,1.0016968,423,7.05,0.1175,-77.1618929,38.8871862,-77.179708,38.8910864,78,"A"
"79",408,0.408,0.2535312,96,1.6,0.0266666666666667,-77.179708,38.8910864,-77.1843566,38.8916985,79,"A"
"80",781,0.781,0.4853134,167,2.78333333333333,0.0463888888888889,-77.1843566,38.8916985,-77.1933473,38.8915247,80,"A"
"81",1082,1.082,0.6723548,252,4.2,0.07,-77.1933473,38.8915247,-77.2055058,38.8900559,81,"A"
"82",558,0.558,0.3467412,231,3.85,0.0641666666666667,-77.2055058,38.8900559,-77.2112529,38.8913825,82,"A"
"83",4555,4.555,2.830477,831,13.85,0.230833333333333,-77.2112529,38.8913825,-77.2592886,38.9009997,83,"A"
"84",77,0.077,0.0478478,38,0.633333333333333,0.0105555555555556,-77.2592886,38.9009997,-77.2600912,38.9009428,84,"A"
"85",64,0.064,0.0397696,13,0.216666666666667,0.00361111111111111,-77.2600912,38.9009428,-77.2600932,38.9004173,85,"A"
"86",223,0.223,0.1385722,35,0.583333333333333,0.00972222222222222,-77.2600932,38.9004173,-77.261915,38.8990397,86,"A"
"87",169,0.169,0.1050166,26,0.433333333333333,0.00722222222222222,-77.261915,38.8990397,-77.2633102,38.9001072,87,"A"
"88",385,0.385,0.239239,107,1.78333333333333,0.0297222222222222,-77.2633102,38.9001072,-77.2664648,38.8976786,88,"A"
"89",3099,3.099,1.9257186,694,11.5666666666667,0.192777777777778,-77.2664648,38.8976786,-77.2929066,38.8828487,89,"A"
"90",1332,1.332,0.8277048,329,5.48333333333333,0.0913888888888889,-77.2929066,38.8828487,-77.305725,38.8772708,90,"A"
"91",1894,1.894,1.1769316,391,6.51666666666667,0.108611111111111,-77.305725,38.8772708,-77.3216443,38.8669799,91,"A"
"92",204,0.204,0.1267656,128,2.13333333333333,0.0355555555555556,-77.3216443,38.8669799,-77.3228247,38.865395,92,"A"
"93",9,0.009,0.0055926,22,0.366666666666667,0.00611111111111111,-77.3228247,38.865395,-77.322733,38.8653617,93,"A"
"94",1073,1.073,0.6667622,196,3.26666666666667,0.0544444444444444,-77.322733,38.8653617,-77.3304431,38.85792,94,"A"
"95",16,0.016,0.0099424,4,0.0666666666666667,0.00111111111111111,-77.3304431,38.85792,-77.3305845,38.8580158,95,"A"
"96",370,0.37,0.229918,148,2.46666666666667,0.0411111111111111,-77.3305845,38.8580158,-77.3327293,38.855175,96,"A"
"97",91,0.091,0.0565474,14,0.233333333333333,0.00388888888888889,-77.3327293,38.855175,-77.3337472,38.855394,97,"A"
"98",215,0.215,0.133601,36,0.6,0.01,-77.3337472,38.855394,-77.3357902,38.8552929,98,"A"
"99",80,0.08,0.049712,11,0.183333333333333,0.00305555555555556,-77.3357902,38.8552929,-77.3365965,38.8556526,99,"A"
"100",746,0.746,0.4635644,246,4.1,0.0683333333333333,-77.3365965,38.8556526,-77.3379492,38.8492322,100,"A"
"101",6,0.006,0.0037284,2,0.0333333333333333,0.000555555555555556,-77.3379492,38.8492322,-77.3380218,38.8492425,101,"A"
"102",1889,1.889,1.1738246,343,5.71666666666667,0.0952777777777778,-77.3380218,38.8492425,-77.3448129,38.8335585,102,"A"
"103",1815,1.815,1.127841,288,4.8,0.08,-77.3448129,38.8335585,-77.3645879,38.8292117,103,"A"
"104",368,0.368,0.2286752,127,2.11666666666667,0.0352777777777778,-77.3645879,38.8292117,-77.3684276,38.8278466,104,"A"
"105",3999,3.999,2.4849786,762,12.7,0.211666666666667,-77.3684276,38.8278466,-77.4129533,38.830326,105,"A"
"106",12,0.012,0.0074568,2,0.0333333333333333,0.000555555555555556,-77.4129533,38.830326,-77.4129895,38.8302255,106,"A"
"107",617,0.617,0.3834038,109,1.81666666666667,0.0302777777777778,-77.4129895,38.8302255,-77.4199988,38.8292877,107,"A"
"108",561,0.561,0.3486054,167,2.78333333333333,0.0463888888888889,-77.4199988,38.8292877,-77.4262272,38.8282455,108,"A"
"109",917,0.917,0.5698238,167,2.78333333333333,0.0463888888888889,-77.4262272,38.8282455,-77.4362969,38.8272588,109,"A"
"110",2231,2.231,1.3863434,315,5.25,0.0875,-77.4362969,38.8272588,-77.4486316,38.809762,110,"A"
"111",102,0.102,0.0633828,86,1.43333333333333,0.0238888888888889,-77.4486316,38.809762,-77.4497326,38.809989,111,"A"
"112",1563,1.563,0.9712482,229,3.81666666666667,0.0636111111111111,-77.4497326,38.809989,-77.457533,38.7974611,112,"A"
"113",561,0.561,0.3486054,173,2.88333333333333,0.0480555555555556,-77.457533,38.7974611,-77.45803,38.7926141,113,"A"
"114",595,0.595,0.369733,88,1.46666666666667,0.0244444444444444,-77.45803,38.7926141,-77.464863,38.793096,114,"A"
"115",383,0.383,0.2379962,91,1.51666666666667,0.0252777777777778,-77.464863,38.793096,-77.4652491,38.7896605,115,"A"
"116",753,0.753,0.4679142,134,2.23333333333333,0.0372222222222222,-77.4652491,38.7896605,-77.4733848,38.7913155,116,"A"
"117",945,0.945,0.587223,178,2.96666666666667,0.0494444444444444,-77.4733848,38.7913155,-77.4811759,38.7854309,117,"A"
"118",85,0.085,0.052819,21,0.35,0.00583333333333333,-77.4811759,38.7854309,-77.4807821,38.7847331,118,"A"
"119",579,0.579,0.3597906,102,1.7,0.0283333333333333,-77.4807821,38.7847331,-77.4853167,38.7810489,119,"A"
"120",2979,2.979,1.8511506,667,11.1166666666667,0.185277777777778,-77.4853167,38.7810489,-77.516854,38.7820946,120,"A"
"121",242,0.242,0.1503788,54,0.9,0.015,-77.516854,38.7820946,-77.51874,38.7837022,121,"A"
"122",1293,1.293,0.8034702,265,4.41666666666667,0.0736111111111111,-77.51874,38.7837022,-77.528484,38.7749064,122,"A"
"123",21,0.021,0.0130494,4,0.0666666666666667,0.00111111111111111,-77.528484,38.7749064,-77.5283147,38.7747774,123,"A"
"124",5541,5.541,3.4431774,1118,18.6333333333333,0.310555555555556,-77.5283147,38.7747774,-77.5749348,38.7464277,124,"A"
"125",5,0.005,0.003107,22,0.366666666666667,0.00611111111111111,-77.5749348,38.7464277,-77.5748734,38.746435,125,"A"
"126",1372,1.372,0.8525608,270,4.5,0.075,-77.5748734,38.746435,-77.5795846,38.7347108,126,"A"
"127",24,0.024,0.0149136,6,0.1,0.00166666666666667,-77.5795846,38.7347108,-77.5798542,38.7347685,127,"A"
"128",213,0.213,0.1323582,73,1.21666666666667,0.0202777777777778,-77.5798542,38.7347685,-77.5802447,38.7328855,128,"A"
"129",406,0.406,0.2522884,102,1.7,0.0283333333333333,-77.5802447,38.7328855,-77.5756035,38.7326663,129,"A"
"130",1249,1.249,0.7761286,220,3.66666666666667,0.0611111111111111,-77.5756035,38.7326663,-77.576943,38.722451,130,"A"
"131",2531,2.531,1.5727634,433,7.21666666666667,0.120277777777778,-77.576943,38.722451,-77.58711,38.701422,131,"A"
"132",295,0.295,0.183313,59,0.983333333333333,0.0163888888888889,-77.58711,38.701422,-77.5840363,38.7002797,132,"A"
"133",265,0.265,0.164671,45,0.75,0.0125,-77.5840363,38.7002797,-77.5861886,38.698709,133,"A"
"134",7315,7.315,4.545541,1274,21.2333333333333,0.353888888888889,-77.5861886,38.698709,-77.6412957,38.65552,134,"A"
"135",2680,2.68,1.665352,464,7.73333333333333,0.128888888888889,-77.6412957,38.65552,-77.625067,38.6362774,135,"A"
"136",4112,4.112,2.5551968,808,13.4666666666667,0.224444444444444,-77.625067,38.6362774,-77.6436947,38.6048112,136,"A"
"137",3487,3.487,2.1668218,533,8.88333333333333,0.148055555555556,-77.6436947,38.6048112,-77.6202217,38.5834002,137,"A"
"138",580,0.58,0.360412,163,2.71666666666667,0.0452777777777778,-77.6202217,38.5834002,-77.6136518,38.5835146,138,"A"
"139",992,0.992,0.6164288,196,3.26666666666667,0.0544444444444444,-77.6136518,38.5835146,-77.6143313,38.5747447,139,"A"
"140",5960,5.96,3.703544,1209,20.15,0.335833333333333,-77.6143313,38.5747447,-77.5657778,38.5422321,140,"A"
"141",1650,1.65,1.02531,329,5.48333333333333,0.0913888888888889,-77.5657778,38.5422321,-77.5640799,38.5282757,141,"A"
"142",125,0.125,0.077675,39,0.65,0.0108333333333333,-77.5640799,38.5282757,-77.5632931,38.527366,142,"A"
"143",58,0.058,0.0360412,24,0.4,0.00666666666666667,-77.5632931,38.527366,-77.5637319,38.5269752,143,"A"
"144",5331,5.331,3.3126834,1050,17.5,0.291666666666667,-77.5637319,38.5269752,-77.5599079,38.4829175,144,"A"
"145",11440,11.44,7.108816,2154,35.9,0.598333333333333,-77.5599079,38.4829175,-77.540363,38.3886119,145,"A"
"146",4296,4.296,2.6695344,723,12.05,0.200833333333333,-77.540363,38.3886119,-77.4998912,38.3711164,146,"A"
"147",1051,1.051,0.6530914,175,2.91666666666667,0.0486111111111111,-77.4998912,38.3711164,-77.496618,38.3628779,147,"A"
"148",1589,1.589,0.9874046,332,5.53333333333333,0.0922222222222222,-77.496618,38.3628779,-77.5071997,38.3522605,148,"A"
"149",1520,1.52,0.944528,195,3.25,0.0541666666666667,-77.5071997,38.3522605,-77.4951301,38.3424431,149,"A"
"150",2681,2.681,1.6659734,427,7.11666666666667,0.118611111111111,-77.4951301,38.3424431,-77.4727642,38.3264069,150,"A"
"151",340,0.34,0.211276,48,0.8,0.0133333333333333,-77.4727642,38.3264069,-77.4717943,38.3237213,151,"A"
"152",172,0.172,0.1068808,25,0.416666666666667,0.00694444444444444,-77.4717943,38.3237213,-77.4701303,38.3230416,152,"A"
"153",466,0.466,0.2895724,80,1.33333333333333,0.0222222222222222,-77.4701303,38.3230416,-77.4667722,38.3207558,153,"A"
"154",42,0.042,0.0260988,9,0.15,0.0025,-77.4667722,38.3207558,-77.4664074,38.3207446,154,"A"
"155",2019,2.019,1.2546066,423,7.05,0.1175,-77.4664074,38.3207446,-77.4548688,38.3055181,155,"A"
"156",363,0.363,0.2255682,126,2.1,0.035,-77.4548688,38.3055181,-77.4586026,38.3041055,156,"A"
"157",619,0.619,0.3846466,142,2.36666666666667,0.0394444444444444,-77.4586026,38.3041055,-77.4554296,38.2991302,157,"A"
"158",303,0.303,0.1882842,152,2.53333333333333,0.0422222222222222,-77.4554296,38.2991302,-77.4585838,38.2979874,158,"A"
"159",400,0.4,0.24856,136,2.26666666666667,0.0377777777777778,-77.4585838,38.2979874,-77.4565634,38.2947621,159,"A"
"160",8580,8.58,5.331612,1673,27.8833333333333,0.464722222222222,-77.4565634,38.2947621,-77.4055582,38.2316218,160,"A"
"161",67070,67.07,41.677298,13161,219.35,3.65583333333333,-77.4055582,38.2316218,-77.386521,37.658392,161,"A"
"162",5148,5.148,3.1989672,1014,16.9,0.281666666666667,-77.386521,37.658392,-77.369915,37.615161,162,"A"
"163",267,0.267,0.1659138,53,0.883333333333333,0.0147222222222222,-77.369915,37.615161,-77.369314,37.613104,163,"A"
"164",1006,1.006,0.6251284,267,4.45,0.0741666666666667,-77.369314,37.613104,-77.3711023,37.6044999,164,"A"
"165",7313,7.313,4.5442982,1403,23.3833333333333,0.389722222222222,-77.3711023,37.6044999,-77.4143991,37.5490323,165,"A"
"166",875,0.875,0.543725,124,2.06666666666667,0.0344444444444444,-77.4143991,37.5490323,-77.4241151,37.5483507,166,"A"
"167",1420,1.42,0.882388,281,4.68333333333333,0.0780555555555556,-77.4241151,37.5483507,-77.4260663,37.5360716,167,"A"
"168",121,0.121,0.0751894,70,1.16666666666667,0.0194444444444444,-77.4260663,37.5360716,-77.4268745,37.5351942,168,"A"
"169",81,0.081,0.0503334,10,0.166666666666667,0.00277777777777778,-77.4268745,37.5351942,-77.4276165,37.5355513,169,"A"
"170",100,0.1,0.06214,15,0.25,0.00416666666666667,-77.4276165,37.5355513,-77.4283167,37.534847,170,"A"
"171",62,0.062,0.0385268,11,0.183333333333333,0.00305555555555556,-77.4283167,37.534847,-77.4279335,37.5344638,171,"A"
"172",122,0.122,0.0758108,20,0.333333333333333,0.00555555555555556,-77.4279335,37.5344638,-77.4287668,37.5335898,172,"A"
"173",177,0.177,0.1099878,58,0.966666666666667,0.0161111111111111,-77.4287668,37.5335898,-77.4303664,37.5345491,173,"A"
"174",231,0.231,0.1435434,78,1.3,0.0216666666666667,-77.4303664,37.5345491,-77.4320157,37.5329295,174,"A"
"175",80,0.08,0.049712,41,0.683333333333333,0.0113888888888889,-77.4320157,37.5329295,-77.4327469,37.5333479,175,"A"
"176",715,0.715,0.444301,188,3.13333333333333,0.0522222222222222,-77.4327469,37.5333479,-77.4348675,37.5271438,176,"A"
